A_TH_DUBAO_SP	J_TH_DUBAO	J_SANPHAM	SOLUONG	DONGIA	DONGIA1	DONGIA2	DONGIA3	THUEVAT	CHIETKHAU	THANHTIEN	THANHTIEN1	THANHTIEN2	THANHTIEN3	NOTE1	NOTE2	NOTE3	DATENOTE	SOLUONGTON	NGAYDUPHONG1	NGAYDUPHONG2	NGAYDUPHONG3	IMG	FILENAME	J_SANPHAM_DTCPSX	J_SANPHAM_KMP	J_SANPHAM_DTTHCP	NGUYENTE	TTBANTE	TTCHIETKHAU	PTTHUEDB	THUEDB	PTTHUENK	THUENK	NUMBERA	NUMBERB	NUMBERC	NUMBERD	NUMBERE	NUMBERF	NUMBERG	NUMBERH	NOTE4	NOTE5	NOTE6	NOTE7	NOTE8	SOLUONG01	SOLUONG02	ID_DONVITINH02	SOLUONGDU	SOLUONGQD	ID_DONVITINH	NOTE9	NOTE10
704	762	2	1.000	NULL	39.000	-5.250	11.200	NULL	NULL	NULL	0.000	0.000	0.000	-0.25	-1.75	33	2018-01-04 02:17:11.270	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-0.25	-1.25	22.00	34.00	44.00	39.00	NULL	11.60	NULL	6/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
705	763	2	1.000	NULL	39.000	-5.250	11.200	NULL	NULL	NULL	0.000	0.000	0.000	-0.25	0	0	2018-01-04 02:17:11.273	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-0.25	0.00	0.00	44.00	34.00	39.00	NULL	11.60	NULL	9/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
706	764	3	1.000	NULL	40.750	3.000	11.200	NULL	NULL	NULL	0.000	0.000	0.000	-0.50	-1.50	22	2018-01-04 02:19:05.560	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-0.50	-1.25	2.00	NULL	NULL	NULL	NULL	NULL	NULL	9/10	Mờ|Bình thường|Tốt|Vừa|Còn di chuyển nhiều	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Fitting1515010243.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Fitting1515009443.png
707	765	3	1.000	NULL	40.250	3.000	11.600	NULL	NULL	NULL	0.000	0.000	0.000	-1.50	-1.50	55	2018-01-04 02:20:27.207	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-0.25	-1.00	77.00	NULL	NULL	NULL	NULL	NULL	NULL	10/10	Mờ|Bình thường|Bé|Nhiều|Tốt	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Fitting1515008525.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Fitting1515007525.png
708	766	3	1.000	NULL	41.000	3.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	-0.25	-0.25	77	2018-01-04 02:22:04.037	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-0.25	-1.75	77.00	NULL	NULL	NULL	NULL	NULL	NULL	6/10	Mờ|Mờ|To|Nhiều|Được	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Fitting1515007421.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Fitting1515007620.png
709	767	2	1.000	NULL	41.000	-7.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	-1.50	-1.50	33	2018-01-04 02:23:29.290	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-1.00	-1.75	33.00	NULL	NULL	NULL	NULL	NULL	NULL	9/10	Rõ|Bình thường|To|Vừa|Tốt	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Fitting1515014006.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Fitting1515016405.png
710	768	2	1.000	NULL	41.250	-7.000	11.600	NULL	NULL	NULL	0.000	0.000	0.000	0.00	-1.50	44	2018-01-04 02:24:43.830	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-1.25	-1.25	33.00	NULL	NULL	NULL	NULL	NULL	NULL	6/10	Mờ|Rõ nét|Bé|Vừa|Chưa phù hợp	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Fitting1515012281.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Fitting1515013481.png
728	780	13	1.000	NULL	39.000	-5.250	11.200	NULL	NULL	NULL	0.000	0.000	0.000	NULL	NULL	NULL	2018-01-04 02:35:18.250	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Followup1515008119.png	10/10	Tốt	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Followup1515017922.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Followup1515015520.png
729	781	14	1.000	NULL	39.000	9.750	11.200	NULL	NULL	NULL	0.000	0.000	0.000	NULL	NULL	NULL	2018-01-04 02:36:44.660	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Followup1515014304.png	8/10	Phù hợp	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Followup1515011007.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_229_Followup1515017205.png
731	782	1	1.000	NULL	44.500	-0.750	10.800	NULL	NULL	NULL	0.000	0.000	0.000	-1.25	-1.5	55	2018-01-04 02:40:49.953	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-0.25	0.00	33.00	45.00	44.00	44.50	NULL	11.60	NULL	9/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
732	783	2	1.000	NULL	50.000	-7.750	10.800	NULL	NULL	NULL	0.000	0.000	0.000	-2	-1.75	55	2018-01-04 02:40:49.953	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-1.75	0.00	66.00	56.00	44.00	50.00	NULL	11.60	NULL	5/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
741	792	1	1.000	3000000.000	39.000	-4.250	11.200	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-01-04 02:50:37.873	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	CẦN TRƯỚC NGÀY 11/1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
797	848	1	1.000	NULL	40.000	-3.000	10.400	NULL	NULL	NULL	0.000	0.000	0.000	-3.25	-1.25	183	2018-01-04 16:17:16.750	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-3.75	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10/10	Rất mờ|Mờ|Bé|Nhiều|Fitting 2	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-206-257_237_Fitting1515058019.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-206-257_237_Fitting1515059818.png
798	849	1	1.000	NULL	43.500	-3.000	11.200	NULL	NULL	NULL	0.000	0.000	0.000	0.00	0.00	-	2018-01-04 16:18:02.993	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10/10	Rõ|Rõ nét|To|Vừa|Giảm size kính	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-206-257_237_Fitting1515061250.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-206-257_237_Fitting1515058849.png
799	850	1	1.000	NULL	43.500	-3.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0.00	0.00	-	2018-01-04 16:18:44.443	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10/10	Rõ|Rõ nét|Tốt|Nhiều|Tăng size	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-206-257_237_Fitting1515059697.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-206-257_237_Fitting1515061796.png
802	853	3	1.000	NULL	40.500	3.000	11.600	NULL	NULL	NULL	0.000	0.000	0.000	-0.75	-1.75	7	2018-01-05 09:31:45.263	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.00	0.00	7.00	NULL	NULL	NULL	NULL	NULL	NULL	9/10	Rõ|Rõ nét|To|Ít|Chưa đk	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/05-01-2018-30-257_199_Fitting1515122011.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/05-01-2018-30-257_199_Fitting1515124710.png
803	854	1	1.000	NULL	40.000	-3.000	10.400	NULL	NULL	NULL	0.000	0.000	0.000	-0.50	-0.50	7	2018-01-05 09:34:31.627	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-0.50	-0.75	76.00	NULL	NULL	NULL	NULL	NULL	NULL	7/10	Mờ|Bình thường|Tốt|Nhiều|Chua dk	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/05-01-2018-30-257_231_Fitting1515127979.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/05-01-2018-30-257_231_Fitting1515125178.png
804	855	2	1.000	6000000.000	44.500	-7.500	10.600	NULL	NULL	6000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-01-08 11:35:03.747	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bệnh nhân cận cao, có thể đổi kính lần 2 	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
805	856	2	1.000	6000000.000	45.250	-9.000	10.400	NULL	NULL	6000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-01-08 11:35:03.753	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Bệnh nhân cận cao, có thể đổi kính lần 2 	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
806	857	2	1.000	6000000.000	42.750	-6.750	10.800	NULL	NULL	6000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-01-08 11:36:20.860	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
807	858	2	1.000	6000000.000	43.000	-7.500	10.800	NULL	NULL	6000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-01-08 11:36:20.860	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
808	859	2	1.000	6000000.000	43.500	-6.500	10.800	NULL	NULL	6000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-01-08 11:38:31.497	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
809	860	2	1.000	6000000.000	43.500	-6.750	10.800	NULL	NULL	6000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-01-08 11:38:31.500	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
811	862	2	1.000	NULL	43.000	-9.000	11.000	NULL	NULL	NULL	0.000	0.000	0.000	-7.75	-0.5	180	2018-01-10 08:07:58.310	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-8.25	-1.50	180.00	42.25	43.50	42.88	NULL	11.60	NULL	9/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
818	867	1	1.000	NULL	43.750	-2.500	11.000	NULL	NULL	NULL	0.000	0.000	0.000	-2.00	-0.25	160	2018-01-11 13:44:43.917	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-2.00	0.00	0.00	43.25	44.25	43.75	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
819	868	2	1.000	NULL	43.750	-2.500	11.000	NULL	NULL	NULL	0.000	0.000	0.000	-2.00	-0.25	160	2018-01-11 13:44:43.920	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-2.00	0.00	0.00	43.25	44.25	43.75	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
821	870	1	1.000	3000000.000	43.750	-2.500	10.800	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-01-11 14:03:08.123	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
822	871	1	1.000	3000000.000	43.750	-2.500	10.800	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-01-11 14:03:08.127	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
820	869	1	1.000	NULL	43.500	-3.000	11.200	NULL	NULL	NULL	0.000	0.000	0.000	0.50	NULL	NULL	2018-01-11 14:01:33.123	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	9/10	rõ nét|rõ nét|to|nhiều|Giảm size khi order kính	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_3917_2018_01_11__13_59_34.MOV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_3917_2018_01_11__13_59_34.jpg
831	880	1	1.000	NULL	41.250	-3.000	11.600	NULL	NULL	NULL	0.000	0.000	0.000	NULL	NULL	NULL	2018-01-11 14:24:56.600	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-4.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10/10	Rõ Nét|Rõ nét|to|kính trễ xuống dưới|size to. cần giảm size	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_3917_2018_01_11__14_24_45.MOV	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://starvision.s3-ap-southeast-1.amazonaws.com/IMG_3917_2018_01_11__14_24_45.jpg
834	883	2	1.000	NULL	45.000	-7.250	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-01-12 23:17:12.167	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-6.25	-0.50	180.00	44.00	46.00	45.00	NULL	11.60	NULL	8/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
836	885	1	1.000	NULL	45.000	-3.000	10.400	NULL	NULL	NULL	0.000	0.000	0.000	-4.75	-1.00	77	2018-01-12 23:21:21.887	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-4.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10/10	Rõ|Rõ nét|Bé|Vừa|Điều chỉnh size	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/12-01-2018-244-257_245_Fitting1515781948.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/12-01-2018-244-257_245_Fitting1515783646.png
837	886	1	1.000	NULL	45.250	-3.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	-3.25	-1.75	178	2018-01-12 23:24:16.050	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-4.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10/10	Rõ|Rõ nét|To|Vừa|Kính định tâm	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/12-01-2018-244-257_245_Fitting1515782504.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/12-01-2018-244-257_245_Fitting1515782703.png
838	887	2	1.000	6000000.000	45.000	-7.250	10.600	NULL	NULL	6000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-01-12 23:25:43.743	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
839	888	2	1.000	6000000.000	45.000	-7.250	10.600	NULL	NULL	6000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-01-12 23:25:43.750	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
842	890	1	1.000	NULL	43.500	-2.500	11.000	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-01-12 23:42:03.733	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-1.75	-1.00	180.00	42.75	44.00	43.38	NULL	11.60	NULL	8/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
843	891	2	1.000	NULL	42.750	-2.750	11.000	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-01-12 23:42:03.737	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-1.75	-0.75	175.00	41.75	43.75	42.75	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
844	892	1	1.000	NULL	43.000	-3.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0.50	-0.75	127	2018-01-12 23:45:20.687	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10/10	Rõ|Rõ nét|Bé|Vừa|Tăng size	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/12-01-2018-244-257_246_Fitting1515784084.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/12-01-2018-244-257_246_Fitting1515778883.png
845	893	1	1.000	NULL	43.000	-3.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0.50	-0.75	127	2018-01-12 23:45:42.680	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.00	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10/10	Rõ|Rõ nét|Bé|Vừa|Tăng size	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/12-01-2018-244-257_246_Fitting1515781813.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/12-01-2018-244-257_246_Fitting1515778883.png
846	894	1	1.000	NULL	42.750	-3.000	11.200	NULL	NULL	NULL	0.000	0.000	0.000	1.00	-0.75	-	2018-01-12 23:47:31.377	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0.50	0.00	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10/10	Rõ|Rõ nét|To|Nhiều|Giảm size kính	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/12-01-2018-244-257_246_Fitting1515780120.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/12-01-2018-244-257_246_Fitting1515776818.png
847	895	1	1.000	3000000.000	43.250	-2.750	11.000	NULL	NULL	3000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-01-12 23:48:48.807	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
848	896	2	1.000	6000000.000	42.750	-2.750	11.000	NULL	NULL	6000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-01-12 23:48:48.807	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
849	897	2	1.000	NULL	46.250	-9.250	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0	0	0	2018-01-12 23:53:54.697	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-7.50	-3.50	3.00	44.50	47.75	46.13	NULL	11.60	NULL	8/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
667	726	1	1.000	NULL	43.000	-3.000	11.000	NULL	NULL	NULL	0.000	0.000	0.000	-2.00	-2.00	1	2017-12-29 14:39:10.103	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-2.00	-2.00	1.00	42.00	44.00	43.00	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
668	727	2	1.000	NULL	43.000	-2.000	11.000	NULL	NULL	NULL	0.000	0.000	0.000	-1.00	-2.00	1	2017-12-29 14:39:10.107	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-1.00	-2.00	1.00	42.00	44.00	43.00	NULL	11.60	NULL	10/10	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
742	793	2	1.000	6000000.000	41.000	-4.250	11.200	NULL	NULL	6000000.000	0.000	0.000	0.000	NULL	NULL	NULL	2018-01-04 02:50:37.873	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	CẦN TRƯỚC NGÀY 11/1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
783	834	3	1.000	NULL	44.250	3.000	10.800	NULL	NULL	NULL	0.000	0.000	0.000	0.00	0.00	8	2018-01-04 03:23:36.110	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	-1.50	-0.50	98.00	NULL	NULL	NULL	NULL	NULL	NULL	4/10	Mờ|Mờ|To|Vừa|Tổ	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_234_Fitting1515011714.mp4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	https://s3-ap-southeast-1.amazonaws.com/starvisionapp/04-01-2018-30-257_234_Fitting1515017913.png
